,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
276,28,203.2,92.98636,60,4.7,2.3,0.9,6,0.06,0.109,0.158,0.531,0.093
277,27,213.36,131.54168,18,9.5,5.1,0.5,2.6,0.071,0.218,0.238,0.485,0.049
278,31,193.04,90.7184,27,3.7,1,0.7,-7.7,0.056,0.068,0.208,0.502,0.147
279,25,200.66,103.418976,82,10,3.1,1,1.9,0.054,0.108,0.205,0.546,0.068
280,24,180.34,82.553744,76,9.9,2.2,4.2,2.5,0.021,0.074,0.193,0.533,0.265
281,22,213.36,106.59412,71,4.8,4.5,0.5,6.2,0.127,0.182,0.142,0.536,0.052
282,34,198.12,102.0582,70,9.5,4.2,1.8,10.5,0.041,0.111,0.153,0.514,0.089
283,29,205.74,111.13004,74,12.9,9.9,1.2,5.3,0.131,0.245,0.178,0.626,0.065
284,24,177.8,68.945984,70,6.9,1.6,3.2,-2,0.028,0.067,0.192,0.499,0.264
285,31,193.04,86.18248,72,12.9,2.2,2.1,-7,0.015,0.079,0.248,0.471,0.136
286,25,210.82,111.13004,78,21,10.3,2.7,-1.6,0.107,0.206,0.255,0.553,0.12
287,31,198.12,106.59412,43,5.6,2.3,2.1,0,0.038,0.096,0.152,0.532,0.187
288,30,193.04,90.7184,72,12.3,2.9,3.2,-8.1,0.02,0.094,0.192,0.528,0.178
289,29,193.04,92.98636,69,5,1.4,2.2,0.7,0.035,0.051,0.156,0.477,0.175
290,22,208.28,127.00576,80,5.8,2.7,0.5,-0.2,0.106,0.119,0.234,0.486,0.064
291,24,193.04,92.98636,73,12.3,3,2.2,8.2,0.022,0.095,0.187,0.614,0.131
292,27,203.2,104.32616,73,16.4,5,2.7,-1.7,0.046,0.122,0.215,0.551,0.128
293,23,208.28,104.32616,35,1.8,0.7,0.4,3.2,0.056,0.08,0.217,0.431,0.116
294,33,205.74,117.93392,53,6.5,2.3,0.4,-3.5,0.052,0.127,0.253,0.441,0.045
295,26,198.12,88.45044,80,13.5,3.7,1.5,0.7,0.033,0.114,0.195,0.567,0.084
296,31,213.36,108.86208,65,8.7,9.8,0.6,-4.7,0.155,0.25,0.139,0.582,0.033
297,30,203.2,90.7184,28,3,1.5,1.2,-1,0.06,0.118,0.146,0.57,0.191
298,29,203.2,95.25432,24,6.2,1.7,0.5,-4.8,0.033,0.097,0.21,0.507,0.056
299,34,200.66,98.883056,62,5.6,5.1,1,-0.8,0.113,0.182,0.168,0.439,0.085
300,24,213.36,120.20188,41,1.4,2,0.1,-1.4,0.113,0.191,0.12,0.406,0.013
301,27,213.36,111.13004,13,6.5,3.8,1.1,-12.2,0.11,0.135,0.219,0.501,0.111
302,29,215.9,117.93392,81,12.6,9,3.7,5.4,0.107,0.197,0.194,0.533,0.172
303,30,210.82,113.398,11,2.2,2.5,0.1,-18.7,0.112,0.232,0.135,0.478,0.018
304,29,205.74,113.398,79,7.2,6.5,0.3,-6.2,0.119,0.172,0.139,0.523,0.018
305,23,187.96,85.728888,61,5.4,1.6,1.6,0.9,0.044,0.09,0.182,0.596,0.187
306,26,205.74,111.13004,49,3.6,1.7,0.2,0.1,0.094,0.164,0.187,0.613,0.046
307,20,187.96,81.64656,67,15.8,2.7,7.8,-3.1,0.028,0.066,0.244,0.519,0.373
308,23,213.36,111.13004,35,2.2,1.7,0.2,-3.1,0.065,0.181,0.126,0.545,0.037
309,31,190.5,81.64656,82,8.1,1.6,2.1,10.1,0.018,0.062,0.13,0.667,0.14
310,23,190.5,88.45044,65,3.3,1,2.1,-8.5,0.026,0.083,0.17,0.539,0.301
311,29,205.74,113.398,7,1.6,0.4,0,-19.9,0.043,0.077,0.186,0.799,0
312,28,203.2,97.52228,72,20.1,3.3,4.2,7.4,0.04,0.061,0.253,0.548,0.203
313,25,187.96,94.347136,8,1.8,1.3,0.5,-6.8,0.029,0.157,0.163,0.38,0.118
314,33,218.44,117.93392,53,3.4,3.2,0.3,-7.1,0.089,0.169,0.125,0.583,0.028
315,27,180.34,81.64656,78,19.5,3.9,6.3,2.7,0.022,0.119,0.283,0.526,0.337
316,36,205.74,113.398,45,8.2,4.1,0.9,1.3,0.104,0.174,0.232,0.521,0.088
317,24,198.12,86.18248,24,3.6,0.7,1,-4.1,0.012,0.055,0.199,0.402,0.134
318,25,193.04,86.18248,73,6.4,1.3,2.2,-0.5,0.016,0.088,0.233,0.524,0.261
319,34,190.5,88.45044,82,6.9,2.1,3.6,2.1,0.024,0.109,0.19,0.544,0.316
320,24,208.28,102.0582,76,5.8,3.4,0.2,7.3,0.11,0.134,0.168,0.566,0.016
321,30,182.88,88.45044,81,20.3,3.4,8.6,8.9,0.018,0.083,0.264,0.532,0.404
322,33,208.28,111.13004,10,0.4,0.8,0.2,-6.2,0.051,0.088,0.099,0.34,0.061
323,30,193.04,90.7184,15,2.9,1.4,0.5,-3.5,0,0.133,0.151,0.431,0.055
324,27,198.12,85.275296,81,14.5,4.1,1.4,-7.8,0.05,0.122,0.236,0.514,0.085
325,22,210.82,115.66596,75,4,3.3,0.3,-8.6,0.127,0.171,0.166,0.48,0.04
326,38,208.28,99.79024,12,1.6,1.2,0.3,-33.6,0.043,0.169,0.236,0.29,0.077
327,27,208.28,108.86208,81,20.6,8.7,4.1,-2,0.072,0.193,0.277,0.526,0.194
328,30,205.74,102.0582,81,6.2,5,0.8,-7.3,0.09,0.172,0.142,0.534,0.058
329,28,210.82,105.233344,57,13.2,4.6,4.5,15.2,0.069,0.12,0.214,0.553,0.232
330,29,208.28,113.398,79,10.8,4.8,1.3,11.4,0.045,0.188,0.205,0.585,0.089
331,23,223.52,155.582056,35,3.2,1.2,0.3,-4,0.093,0.164,0.284,0.56,0.107
332,25,187.96,83.91452,41,4.2,1,1,-4.1,0.031,0.065,0.164,0.551,0.132
333,31,185.42,81.64656,59,5.6,1.7,2.9,-5.2,0.026,0.08,0.178,0.455,0.271
334,33,213.36,136.0776,26,4,2.3,0.6,-19.5,0.07,0.123,0.172,0.473,0.069
335,31,190.5,95.25432,32,5.9,1.3,1.8,-10.1,0.02,0.086,0.224,0.47,0.199
336,31,195.58,95.25432,62,5,1.7,1.2,-5.6,0.015,0.119,0.149,0.529,0.131
337,21,210.82,99.79024,77,17,8,3.1,2.8,0.077,0.166,0.215,0.537,0.139
338,31,185.42,86.18248,70,20.1,3.6,9.3,2.9,0.024,0.085,0.226,0.631,0.388
339,26,213.36,104.779752,23,1.6,1.1,0.4,3.5,0.047,0.124,0.15,0.452,0.089
340,34,213.36,111.13004,75,11.2,7.5,0.9,0.9,0.092,0.241,0.22,0.515,0.064
341,24,190.5,91.171992,63,8.2,1.9,3.6,-9.7,0.025,0.072,0.193,0.508,0.272
342,18,200.66,90.7184,71,7.6,1.9,1.3,2.2,0.048,0.084,0.244,0.544,0.144
343,24,205.74,106.59412,18,6.3,5.9,0.5,-0.8,0.094,0.239,0.183,0.451,0.042
344,27,203.2,108.86208,55,21.9,7,2.4,-5.9,0.061,0.163,0.28,0.529,0.122
345,36,208.28,111.13004,26,0.4,1.3,0.1,-12.8,0.062,0.205,0.098,0.231,0.024
346,24,200.66,107.047712,74,7.4,3.1,0.8,-1.4,0.071,0.138,0.209,0.52,0.077
347,28,200.66,119.294696,76,12.8,5.2,2.3,4.7,0.08,0.103,0.178,0.57,0.115
348,32,205.74,99.79024,3,1,1.7,1,13.9,0.182,0.3,0.14,0.521,0.273
349,28,203.2,104.32616,70,4.3,2.4,0.7,5.8,0.089,0.115,0.161,0.512,0.079
350,26,195.58,86.18248,80,24.2,4.6,6.3,-3.3,0.021,0.11,0.271,0.57,0.27
351,25,195.58,86.18248,67,6.7,1.8,1.9,-10.6,0.04,0.076,0.215,0.461,0.18
352,27,185.42,81.64656,80,5.1,1.7,4.1,-11,0.017,0.064,0.115,0.525,0.265
353,26,187.96,88.45044,82,14.2,2.8,1.9,5.1,0.025,0.071,0.201,0.515,0.088
354,28,200.66,95.25432,41,3.4,2.5,1.4,-10.5,0.065,0.173,0.162,0.442,0.179
355,27,185.42,83.91452,45,2,0.5,0.9,17,0.025,0.055,0.159,0.531,0.224
356,29,200.66,92.98636,22,4.5,2,1.2,-8.9,0.058,0.103,0.185,0.403,0.135
357,23,195.58,81.192968,82,16.4,3.9,3,-5.2,0.035,0.082,0.199,0.523,0.139
358,32,190.5,77.11064,48,6.3,0.9,2.4,-14.2,0.006,0.058,0.194,0.58,0.262
359,26,185.42,76.203456,82,17.5,4.4,7.1,4.8,0.036,0.102,0.222,0.54,0.31
360,29,195.58,97.975872,82,21.8,6.1,4,-3.6,0.058,0.114,0.255,0.53,0.182
361,26,198.12,97.52228,77,15.9,5.3,4.1,-8.4,0.051,0.113,0.214,0.526,0.191
362,27,203.2,113.398,79,7.8,8.6,1.1,-2.8,0.127,0.209,0.13,0.521,0.056
363,27,208.28,120.20188,4,1.3,1,0,-17.7,0,0.211,0.103,0.727,0
364,23,195.58,95.25432,2,3,1,1,-42.5,0.08,0,0.162,0.387,0.2
365,27,195.58,92.98636,4,2.8,1.3,0.3,-40.8,0.024,0.108,0.165,0.396,0.038
366,27,203.2,106.59412,9,2.8,1.8,0,-6.1,0.097,0.095,0.151,0.388,0
367,34,190.5,88.45044,79,14.7,2.4,4,6.1,0.017,0.065,0.19,0.586,0.185
368,35,213.36,122.923432,59,2.8,3.4,0.6,-7.6,0.081,0.191,0.118,0.45,0.065
369,21,208.28,102.0582,80,18.7,8.5,1.6,-3.3,0.103,0.163,0.239,0.512,0.07
370,24,200.66,95.25432,2,1.5,1.5,0,-17.4,0.25,0.111,0.279,0.3,0
371,32,210.82,117.93392,56,1.7,2,0.4,-3.5,0.072,0.191,0.097,0.488,0.056
372,24,208.28,117.93392,54,4.9,2.7,0.4,-6.7,0.085,0.14,0.215,0.489,0.046
373,27,187.96,83.91452,48,4.8,1,2.1,-2.1,0.029,0.059,0.161,0.637,0.287
374,31,195.58,83.91452,77,13.8,2.7,2.8,6.5,0.021,0.094,0.246,0.555,0.199
375,35,185.42,79.3786,82,14.4,2.8,10.5,11.4,0.021,0.075,0.186,0.656,0.45
376,23,205.74,102.0582,68,4.8,2.3,0.5,2.7,0.08,0.148,0.204,0.571,0.081
377,33,200.66,90.7184,82,8.7,2.3,1.4,0.2,0.041,0.072,0.175,0.545,0.092
378,27,195.58,92.98636,58,4.9,1.7,2,5,0.031,0.087,0.152,0.535,0.193
379,29,198.12,103.418976,76,1.8,1.7,0.8,5.4,0.07,0.121,0.12,0.423,0.121
380,24,205.74,113.398,82,19.1,8,3.8,1.3,0.073,0.156,0.234,0.529,0.15
381,33,205.74,116.119552,82,27.4,9.9,4.5,12.8,0.086,0.243,0.325,0.6,0.234
382,29,203.2,101.604608,78,4.9,3.5,1,6.1,0.059,0.127,0.108,0.557,0.068
383,27,210.82,113.398,5,1.4,1.8,0.2,5.6,0.029,0.106,0.087,0.304,0.024
384,32,203.2,97.52228,17,3.8,2.3,0.7,-9.1,0.039,0.142,0.234,0.322,0.107
385,40,195.58,90.7184,32,4,1.3,0.7,-9.8,0.017,0.101,0.182,0.499,0.104
386,21,210.82,108.86208,77,7.3,6.1,0.6,-3.7,0.12,0.168,0.146,0.503,0.039
387,24,215.9,117.93392,82,3.8,4,0.3,9.7,0.103,0.152,0.116,0.487,0.022
388,24,200.66,99.79024,17,2.4,0.8,0.4,-14.4,0.054,0.069,0.249,0.355,0.103
389,28,195.58,95.25432,81,3.9,1.5,0.5,6.7,0.024,0.094,0.12,0.592,0.062
390,24,200.66,97.52228,83,15,4.5,2.7,-6.5,0.036,0.12,0.221,0.53,0.147
391,24,182.88,80.739376,29,2.8,1.1,2.2,-10.3,0.028,0.082,0.126,0.536,0.281
392,34,198.12,97.975872,82,29.6,5.9,4.3,13.4,0.042,0.132,0.331,0.567,0.208
393,25,203.2,104.32616,81,6.5,9.5,2.4,-1.8,0.118,0.239,0.11,0.545,0.112
394,33,208.28,117.93392,6,2.7,4.2,0.8,1.7,0.141,0.271,0.109,0.488,0.089
395,32,195.58,97.52228,81,25.9,3.9,4.2,-2,0.022,0.097,0.294,0.578,0.203
396,26,195.58,95.25432,49,3,1.1,0.6,4.6,0.046,0.074,0.168,0.503,0.114
397,25,203.2,102.0582,65,9,3.2,1.4,-6.3,0.085,0.099,0.225,0.543,0.127
398,23,187.96,85.275296,8,1.5,1.5,2.9,-30.5,0.038,0.105,0.149,0.248,0.418
399,30,185.42,83.91452,78,17.4,5.3,5.9,10.5,0.046,0.114,0.221,0.548,0.272
400,35,205.74,112.490816,82,1.8,3.9,0.5,-12,0.097,0.193,0.062,0.475,0.053
401,32,160.02,63.956472,65,8,2.2,7.2,6,0.017,0.074,0.149,0.554,0.366
402,32,195.58,90.7184,37,4.6,3.2,3.8,14.1,0.023,0.161,0.113,0.522,0.265
403,29,198.12,103.418976,63,12,4.8,2.9,3.6,0.035,0.128,0.18,0.494,0.137
404,25,185.42,83.007336,79,15.3,2.9,8.5,3.8,0.017,0.071,0.209,0.518,0.358
405,32,213.36,113.398,82,12.5,9.4,2.2,-3.2,0.11,0.203,0.194,0.476,0.1
406,27,205.74,140.61352,61,4.8,5,1.4,-1,0.107,0.204,0.141,0.539,0.116
407,23,205.74,106.59412,57,4.8,3.5,0.3,0.4,0.103,0.155,0.154,0.57,0.033
408,34,208.28,111.583632,79,13.1,7.9,1.7,6.2,0.108,0.182,0.2,0.563,0.089
409,27,210.82,108.86208,80,9.5,8.4,1.2,7.4,0.11,0.192,0.157,0.505,0.059
410,34,213.36,108.86208,78,22.4,10.7,2,6.4,0.077,0.258,0.297,0.548,0.106
411,30,205.74,95.25432,6,2.5,4.3,0.7,1.2,0.088,0.167,0.09,0.412,0.04
412,27,205.74,104.32616,19,2.4,3.6,0.2,-10.9,0.121,0.181,0.087,0.66,0.022
413,23,195.58,97.52228,15,2.4,1.5,0.4,-24,0.079,0.098,0.162,0.366,0.078
414,24,187.96,83.91452,21,5.8,1.4,2.5,-3.8,0.018,0.064,0.144,0.536,0.196
415,28,208.28,108.86208,54,3.4,2.9,0.9,-16.2,0.116,0.17,0.139,0.521,0.117
416,25,190.5,90.7184,82,9.4,2,3.7,6.3,0.01,0.064,0.147,0.585,0.188
417,27,200.66,102.0582,2,1.5,1.5,1,-19.8,0,0.167,0.341,0.307,0.333
418,29,205.74,108.86208,82,14.9,10,1.3,-7.7,0.088,0.255,0.208,0.523,0.07
419,28,218.44,132.448864,59,9.1,5.6,2.4,10.4,0.095,0.159,0.197,0.499,0.141
420,26,195.58,92.98636,54,5.4,1.3,0.9,-5.5,0.036,0.065,0.184,0.466,0.105
421,28,185.42,73.481904,75,13.7,1.6,2.5,-4.9,0.009,0.059,0.234,0.524,0.154
422,22,200.66,113.398,54,3,3,0.6,1.3,0.169,0.219,0.161,0.515,0.089
423,27,203.2,90.7184,80,13.5,3,2.1,-8,0.027,0.09,0.222,0.504,0.114
424,23,210.82,99.79024,63,14.8,6.3,1.5,-1.5,0.079,0.165,0.241,0.523,0.092
425,33,195.58,95.25432,78,11.7,3,4,5.6,0.028,0.075,0.139,0.662,0.172
426,28,208.28,120.20188,36,1.6,1.9,0.2,0.9,0.107,0.176,0.118,0.463,0.043
427,32,205.74,111.13004,41,9.3,5.2,1.1,3.3,0.084,0.186,0.167,0.589,0.072
428,23,190.5,83.91452,21,3.9,0.7,1,4,0.027,0.07,0.221,0.523,0.169
429,23,205.74,99.79024,29,2.9,3.2,0.1,-5.1,0.113,0.201,0.133,0.481,0.014
430,32,190.5,83.91452,82,9.9,4.8,11.4,-2,0.035,0.116,0.155,0.525,0.464
431,33,182.88,81.64656,70,11.3,2.6,4.9,-3.1,0.023,0.088,0.192,0.597,0.289
432,26,208.28,99.79024,31,2,1.2,0,-17.1,0.109,0.152,0.232,0.448,0.013
433,27,215.9,111.13004,49,8.9,5.3,0.8,0.9,0.12,0.179,0.215,0.538,0.065
434,36,208.28,111.583632,70,3.2,2.7,0.3,3.5,0.092,0.146,0.137,0.555,0.034
435,22,198.12,102.0582,9,1.6,0.7,0.4,-3.5,0.087,0.045,0.135,0.47,0.125
436,22,205.74,106.59412,42,3.7,1.6,0.5,-14.5,0.109,0.118,0.233,0.482,0.114
437,29,210.82,111.13004,74,7.8,4.4,1.4,-9,0.083,0.152,0.167,0.542,0.101
438,30,208.28,106.59412,71,4.5,1.6,0.9,0.9,0.016,0.115,0.151,0.535,0.099
439,27,210.82,106.59412,6,0.3,0.8,0,-15.1,0.143,0.267,0.265,0.333,0
440,24,200.66,95.25432,75,8.5,4.3,1.8,-7.4,0.086,0.122,0.177,0.525,0.125
441,37,208.28,111.583632,15,1.5,1,0.1,-4.5,0.067,0.103,0.135,0.486,0.036
442,21,198.12,106.59412,33,2.8,0.8,0.4,7.4,0.076,0.099,0.245,0.644,0.113
443,23,205.74,106.59412,41,5.7,2.8,0.7,-3.7,0.085,0.133,0.179,0.528,0.079
444,30,210.82,111.13004,18,4.9,2.6,0.7,4.4,0.083,0.162,0.191,0.541,0.101
445,36,205.74,112.490816,79,1.3,3.9,0.4,2.4,0.106,0.203,0.046,0.531,0.038
446,28,215.9,111.13004,78,11.3,6.7,1,-1.1,0.128,0.214,0.231,0.544,0.076
447,26,190.5,90.7184,78,8.6,1.8,2.8,-1.9,0.009,0.065,0.151,0.539,0.151
448,21,205.74,117.93392,71,11.5,4.2,0.7,-9.5,0.089,0.136,0.262,0.521,0.069
449,27,208.28,99.79024,51,6.8,4.2,0.5,1.3,0.108,0.178,0.189,0.571,0.052
450,31,208.28,106.59412,67,7,2.2,0.9,-3.1,0.024,0.118,0.167,0.581,0.082
451,34,182.88,81.64656,63,9.5,2,4.7,-3.1,0.019,0.086,0.23,0.518,0.363
452,27,195.58,92.98636,50,3.8,1,0.8,2,0.036,0.057,0.148,0.475,0.098
453,33,190.5,83.91452,82,8.3,3.9,8.7,10.2,0.035,0.116,0.166,0.501,0.443
454,24,205.74,99.79024,48,3.4,3,0.9,-7.6,0.049,0.164,0.125,0.468,0.086
455,25,200.66,95.25432,71,4,2.2,1,-4.4,0.079,0.117,0.185,0.489,0.141
456,33,205.74,111.13004,70,4.2,3.5,0.7,6.5,0.106,0.16,0.134,0.545,0.059
457,34,195.58,95.25432,73,8.4,2.1,3,-0.6,0.024,0.069,0.145,0.575,0.173
458,24,205.74,106.59412,45,3.9,2.8,0.4,5,0.164,0.207,0.201,0.573,0.084
459,24,210.82,99.79024,63,12.1,7.4,1.8,-7.5,0.106,0.151,0.217,0.448,0.095
460,28,203.2,90.7184,77,7.7,2.8,1.3,4.2,0.035,0.126,0.187,0.505,0.108
461,23,200.66,113.398,53,3,1.7,0.4,-6.8,0.104,0.131,0.212,0.485,0.086
462,29,185.42,73.481904,31,7.3,1.2,1.9,-6.4,0.012,0.067,0.246,0.405,0.195
463,30,187.96,86.636072,71,4.1,1.3,2.1,3,0.033,0.061,0.157,0.428,0.207
464,25,208.28,106.59412,28,1.4,0.9,0.3,-0.2,0.056,0.115,0.145,0.402,0.062
465,29,195.58,102.965384,82,6.6,1.2,1.7,-3.9,0.016,0.045,0.134,0.548,0.117
466,30,198.12,103.418976,58,15.3,5.1,2.1,0.1,0.066,0.137,0.249,0.529,0.135
467,35,198.12,97.975872,82,28.7,5.8,3.5,8.5,0.047,0.125,0.336,0.533,0.174
468,29,218.44,132.448864,58,11.4,5.9,2.8,7.5,0.075,0.151,0.212,0.492,0.151
469,24,223.52,147.4174,39,3.7,2.6,0.5,-6.2,0.093,0.251,0.268,0.46,0.121
470,28,203.2,120.20188,14,8.6,7.3,1.3,-1.4,0.151,0.183,0.184,0.443,0.082
471,32,185.42,81.64656,69,4.2,1.4,3.3,-12.8,0.015,0.072,0.144,0.411,0.28
472,34,198.12,81.64656,9,1.6,1.1,0.3,6.8,0.143,0.143,0.198,0.554,0.158
473,29,208.28,108.86208,82,4.9,3.7,1.3,-8.3,0.063,0.191,0.138,0.526,0.112
474,31,205.74,95.25432,33,3,3.3,0.9,0.8,0.131,0.163,0.11,0.589,0.102
475,35,213.36,115.66596,26,20.8,10.2,1.1,6.6,0.083,0.278,0.303,0.557,0.065
476,28,210.82,108.86208,74,9.6,8.6,1.4,8,0.121,0.193,0.154,0.522,0.071
477,35,208.28,111.583632,74,10.2,7.3,3,-12.5,0.079,0.199,0.181,0.515,0.168
478,24,205.74,106.59412,58,6,3.6,0.4,-7.3,0.099,0.183,0.182,0.547,0.047
479,25,200.66,97.52228,82,21.5,5.3,4.9,-6.7,0.048,0.096,0.256,0.522,0.222
480,28,205.74,147.4174,64,6.3,6.3,3.1,-9.9,0.099,0.177,0.149,0.485,0.187
481,26,185.42,86.18248,64,13.8,3,6.9,8.1,0.017,0.088,0.198,0.538,0.335
482,33,195.58,95.25432,18,3.4,2.2,3.1,10.4,0.055,0.137,0.136,0.46,0.296
483,33,160.02,63.956472,61,5.7,2.2,5.4,-8.4,0.02,0.074,0.129,0.492,0.344
484,31,185.42,83.91452,70,13.2,4.9,6.7,8.4,0.037,0.11,0.202,0.462,0.288
485,26,203.2,102.0582,72,6.3,2.5,1.2,0.7,0.064,0.091,0.188,0.505,0.115
486,27,195.58,95.25432,18,2.1,1.2,1,2,0.036,0.089,0.129,0.36,0.15
487,33,195.58,97.52228,70,23.2,3.3,4,-2.6,0.021,0.079,0.276,0.569,0.199
488,31,187.96,79.3786,25,2.6,0.6,1.3,0.4,0.015,0.077,0.209,0.512,0.299
489,23,208.28,104.32616,81,4.6,6.6,0.8,-3,0.125,0.211,0.12,0.486,0.054
490,26,203.2,104.32616,48,5.2,6.4,1.8,-6.6,0.129,0.206,0.123,0.524,0.121
491,29,208.28,105.233344,1,0,1,0,-71.4,0.25,0,0.25,0,0
492,33,213.36,113.398,70,7.9,6.3,1.5,-5.9,0.126,0.218,0.207,0.464,0.122
493,30,205.74,104.32616,10,7.5,6.5,0.7,-16.6,0.062,0.228,0.168,0.428,0.045
494,27,185.42,76.203456,61,12.2,2.8,5.7,-0.5,0.024,0.081,0.216,0.491,0.311
495,22,210.82,108.86208,69,9,8.8,0.8,-5.5,0.099,0.233,0.156,0.49,0.044
496,30,203.2,101.604608,46,2.4,2.2,0.6,5.5,0.051,0.13,0.108,0.426,0.065
497,24,203.2,108.408488,15,2.7,2.1,0.1,11.7,0.087,0.212,0.173,0.541,0.03
498,34,205.74,116.119552,81,27,10.3,3.9,9.8,0.085,0.246,0.318,0.597,0.204
499,25,205.74,108.86208,64,18.5,7,3.3,-0.6,0.07,0.137,0.233,0.515,0.135
500,30,198.12,103.418976,74,2.7,1,0.7,-0.9,0.043,0.102,0.142,0.554,0.134
501,28,195.58,95.25432,49,2.5,0.8,1,4.7,0.021,0.077,0.151,0.518,0.194
502,24,205.74,99.79024,12,3.2,1.1,0.1,4.8,0.043,0.127,0.215,0.431,0.014
503,34,200.66,92.98636,74,14.7,1.9,1.9,-12,0.027,0.05,0.24,0.547,0.126
504,24,205.74,102.0582,82,14,4.5,1.3,-10.4,0.054,0.123,0.235,0.518,0.083
505,22,205.74,120.20188,54,2.8,2,0.3,-2.6,0.099,0.133,0.145,0.552,0.05
506,36,185.42,79.3786,64,12,2.6,8.5,13.4,0.026,0.084,0.194,0.628,0.447
507,32,195.58,83.91452,82,12.9,2.8,2.7,2.4,0.026,0.101,0.255,0.505,0.188
508,28,185.42,83.91452,26,3.7,1.2,2.4,-5.5,0.012,0.088,0.171,0.457,0.276
509,33,210.82,104.32616,57,1.5,2.2,0.5,-9.3,0.067,0.179,0.11,0.347,0.08
510,25,200.66,95.25432,7,3.9,0.9,0.1,-24.2,0.071,0.097,0.316,0.441,0.063
511,22,208.28,102.0582,79,14.6,6,1.2,-9.9,0.087,0.131,0.251,0.482,0.077
512,36,210.82,115.66596,46,2,1.7,0.7,-4,0.076,0.143,0.162,0.408,0.123
513,35,190.5,88.45044,72,13.1,1.4,3.5,0.8,0.007,0.047,0.191,0.549,0.187
514,28,195.58,92.98636,1,5,2,1,4.2,0,0.222,0.186,0.625,0.25
515,25,215.9,119.748288,78,3.2,3.3,0.2,7,0.093,0.151,0.117,0.477,0.021
516,27,198.12,99.79024,79,15.7,5.1,4.8,-6.1,0.048,0.1,0.219,0.505,0.222
517,23,198.12,98.883056,79,15.8,3.4,3.1,-0.6,0.049,0.074,0.25,0.532,0.17
518,23,193.04,95.25432,12,0.8,0.5,0.4,-5,0.013,0.063,0.104,0.352,0.104
519,23,198.12,102.511792,6,1.7,0.7,0.2,-10,0.1,0.125,0.236,0.579,0.077
520,22,220.98,96.161504,58,4,2.9,0.3,-8,0.092,0.155,0.162,0.482,0.041
521,22,208.28,99.79024,62,19.7,6.6,1.7,2.9,0.068,0.139,0.251,0.516,0.075
522,23,210.82,115.66596,74,3.8,3.4,0.3,-2.3,0.103,0.173,0.147,0.496,0.038
523,30,200.66,92.98636,6,5.7,1.2,0.7,-16.9,0.058,0.045,0.201,0.509,0.089
524,28,185.42,88.45044,21,1.2,0.3,0.8,-1,0.009,0.054,0.142,0.393,0.211
525,27,187.96,88.45044,71,12.1,3.5,3.2,-0.3,0.029,0.088,0.191,0.472,0.15
526,28,185.42,81.64656,79,4.6,1.4,4.4,-3.5,0.012,0.06,0.117,0.489,0.271
527,31,195.58,104.779752,42,5.2,1.8,0.4,0.4,0.05,0.102,0.184,0.542,0.054
528,26,195.58,83.91452,8,1.1,0.1,0.4,-29.5,0.034,0,0.253,0.305,0.214
529,27,205.74,104.32616,52,9.5,4.5,1.2,-7,0.081,0.168,0.212,0.534,0.102
530,27,195.58,86.18248,14,21.4,3.6,4.9,-16.7,0.012,0.091,0.273,0.47,0.227
531,30,190.5,81.64656,6,2.8,2,0.2,-2.8,0.043,0.233,0.221,0.428,0.043
532,29,200.66,119.294696,70,15.5,5.7,2.1,2.3,0.087,0.116,0.224,0.539,0.112
533,25,200.66,107.047712,79,15.4,6.1,1.8,-8.2,0.077,0.14,0.223,0.548,0.099
534,28,205.74,90.7184,14,1.9,1.9,0.2,-18.2,0.152,0.11,0.076,0.727,0.039
535,28,203.2,108.86208,76,14.3,7.2,2.8,-13.2,0.065,0.187,0.229,0.484,0.158
536,19,200.66,95.25432,79,15.4,3.1,2.5,6.9,0.044,0.088,0.268,0.548,0.165
537,23,187.96,83.007336,28,2.4,0.7,1,-17.4,0.016,0.082,0.179,0.447,0.214
538,25,190.5,91.171992,82,8.7,2.3,2.8,-4.5,0.031,0.075,0.195,0.522,0.196
539,35,213.36,111.13004,81,16.1,8.4,1,-1.9,0.109,0.209,0.244,0.555,0.058
540,27,213.36,104.779752,16,0.3,1.3,0.2,-9.4,0.056,0.156,0.106,0.16,0.051
541,25,193.04,88.45044,35,3.5,1.1,1.9,-1.9,0.023,0.078,0.186,0.477,0.263
542,32,185.42,86.18248,50,9.5,3.3,4.9,6.8,0.034,0.114,0.189,0.555,0.288
543,22,210.82,99.79024,82,18.5,9.6,4.2,2.5,0.08,0.197,0.225,0.527,0.178
544,32,190.5,86.18248,39,3.8,1.4,1,-2.7,0.04,0.087,0.181,0.416,0.125
545,24,195.58,81.192968,77,17.2,4.7,2.3,1.9,0.051,0.1,0.21,0.525,0.104
546,30,195.58,97.975872,81,13.4,4.8,2.5,1.1,0.044,0.128,0.199,0.486,0.12
547,25,205.74,104.32616,5,7.4,4.8,0.6,-5.5,0.116,0.25,0.347,0.399,0.077
548,23,210.82,102.0582,77,14.6,6.2,2.5,4.5,0.057,0.134,0.184,0.564,0.114
549,25,195.58,94.800728,81,4.1,2.9,2.2,1.6,0.036,0.113,0.121,0.41,0.159
550,24,187.96,84.821704,62,2.5,1.1,1.2,7.5,0.034,0.078,0.164,0.392,0.175
551,30,205.74,113.398,61,6.5,3.8,0.3,-10.5,0.104,0.197,0.214,0.536,0.04
